FL_DATE;ORIGIN_AIRPORT_ID;ORIGIN;ORIGIN_CITY_NAME;ORIGIN_STATE_ABR;DEST_AIRPORT_ID;DEST;DEST_CITY_NAME;DEST_STATE_ABR;DEP_TIME;DEP_DELAY;ARR_TIME;ARR_DELAY
7/1/2023 12:00:00 AM;10135;ABE;Allentown/Bethlehem/Easton, PA;PA;10397;ATL;Atlanta, GA;GA;650;-4.00;847;-17.00
7/1/2023 12:00:00 AM;10135;ABE;Allentown/Bethlehem/Easton, PA;PA;10397;ATL;Atlanta, GA;GA;1440;20.00;1645;12.00
7/1/2023 12:00:00 AM;10135;ABE;Allentown/Bethlehem/Easton, PA;PA;11057;CLT;Charlotte, NC;NC;606;-9.00;739;-26.00
7/1/2023 12:00:00 AM;10135;ABE;Allentown/Bethlehem/Easton, PA;PA;11057;CLT;Charlotte, NC;NC;1945;120.00;2144;130.00
7/1/2023 12:00:00 AM;10135;ABE;Allentown/Bethlehem/Easton, PA;PA;13577;MYR;Myrtle Beach, SC;SC;710;-20.00;833;-31.00
